name	team_name
chubby_snipe in the monorail	Platform Services
darkwing_snowflake in the monorail	Platform Services
expert_search_service in the monorail	Platform Services
gizmoduck_read in the monorail	Platform Services
gizmoduck_write in the monorail	Platform Services
guano in the monorail	Platform Services
haplo in the monorail	Platform Services
ibis in the monorail	Platform Services
listsplus_thrift in the monorail	Platform Services
newt in the monorail	Platform Services
optometrist in the monorail	Platform Services
promptbird in the monorail	Platform Services
promptbird_thrift in the monorail	Platform Services
spam_signal in the monorail	Platform Services
syndication in the monorail	Platform Services
tbird_client in the monorail	Platform Services
thumbingbird in the monorail	Platform Services
topic_timeline_service in the monorail	Platform Services
tweety_pie in the monorail	Platform Services
tweetypie_client in the monorail	Platform Services
twitter in the monorail	Platform Services
Quay	Manhattan/Cassandra
Newt Staging	Prod - Growth
authenticity_token_failures	Security
Promptbird Custom Host	Prod - Growth
Promptbird Custom Host	Prod - Growth
Promptbird Custom Host	Prod - Growth
New Dashboard	Runtime Systems
New Dashboard	Runtime Systems
New Dashboard	Runtime Systems
New Dashboard	Runtime Systems
New Dashboard	Runtime Systems
New Dashboard	Runtime Systems
New Dashboard	Runtime Systems
New Dashboard	Runtime Systems
New Dashboard	Runtime Systems
New Dashboard	Runtime Systems
New Dashboard	Runtime Systems
Promptbird Custom Host	Prod - Growth
Passbird New Memcache	Platform Services
Cuckoo Capacity	Hardware Eng & Demand Svcs
TweetyPie Staging Direct Messages	Platform Services
zookeeper ensemble role:storm.zookeeper	Streaming Compute
New Dashboard	Mobile
haplo main	Platform Services
Mesos (smf1-test)	Runtime Systems
Mesos (smf1-multi)	Runtime Systems
Mesos (smf1-prod)	Runtime Systems
Twitterweb Compare (smf1-aeb-19-sr3)	Platform Services
Twitterweb Compare (smf1-aks-14-sr1)	Platform Services
hosebird-canary	Platform Services
fernet_prod	Runtime Systems
Friendship Audits	Platform Services
DMBird	data services
SMF1 TweetyPie Staging Canary Replication	Platform Services
ads.adserver load test metrics comparison	Revenue Eng & Product
Monorail Workload Showdown	Platform Services
Manhattan Backup Cluster Overview	Manhattan/Cassandra
iOS	Mobile
New Dashboard	Manhattan/Cassandra
Mail MTA Capacity2	Hardware Eng & Demand Svcs
Malware Capacity 2	Hardware Eng & Demand Svcs
Scarecrow Capacity 2	Hardware Eng & Demand Svcs
Service Efficiency2	Hardware Eng & Demand Svcs
Native App	Platform Services
Twitterweb CPU	Hardware Eng & Demand Svcs
Twitterweb Swift Thresholds2	Hardware Eng & Demand Svcs
Tflock DB	Hardware Eng & Demand Svcs
DMStore	Platform Services
Cassandra - cassandra.prod.rainbird	Manhattan/Cassandra
Cassandra - cassandra.prod.tweetdeck-new	Manhattan/Cassandra
Manhattan - manhattan.prod.unallocate-m	Manhattan/Cassandra
TweetyPie Verifier	Platform Services
tp_test	platform services
Twitterweb IRQ Affinity Test	Platform Services
Budgie Staging	Platform Services
Rainbird Aggregator (Staging)	Platform Services
New Dashboard	Runtime Systems
New Dashboard	Mobile
Rainbird Peacock	Revenue Eng & Product
Advertiser API	Revenue Eng & Product
ads.adserver load test stats template	Revenue Eng & Product
Promptbird Custom Host	Prod - Growth
SMF1 TweetyPie Canary Replication	Platform Services
SMF1 TweetyPie Replication	Platform Services
SMF1 TweetyPie Staging Replication	Platform Services
Reach Estimator	Revenue Eng & Product
Geoduck Geohasher Loadtest	Platform Services
Twitterweb Compare (smf1-aep-07-sr2)	Platform Services
Observe::Hummingbird::staging::scribe	Runtime Systems
Mesos Utilization Test 1	Aurora
Image Dedupe	Search
Apollo Unicorn Count Test	Platform Services
Vertica Cluster	Analytics
Yann's Test Dash	Runtime Systems
Twitterweb Compare (smf1-aem-23-sr4)	Platform Services
Gizmoduck Twemcache Staging	Core Services
SMF1 TweetyPie Canary Write	Platform Services
SMF1 TweetyPie Staging Write	Platform Services
SMF1 TweetyPie Staging Canary Write	Platform Services
TweetyPie Staging Write	Platform Services
DW - Network - Overview	core-storage-team
TweetyPie From Frontends	Platform Services
TweetyPie Frontend	Platform Services
Expert Search Jit	Search
Workload 2(aka Internet Numbo-Tron 3000)	Hardware Eng & Demand Svcs
DW NN Random	Manhattan/Cassandra
Passbird Integration	Platform Services
User Typeahead Canary	Search
Cassandra - cassandra.prod.cuckoo-minutely-kv	Manhattan/Cassandra
Android	Mobile
New Dashboard	Infrastructure Production Services
Spam: Block sources	Anti-Spam
Expandodo Server (Production - SMF1)	Cards
Top Stories Topology (EasyViz Test)	Discovery
Parus	Search
d2	Manhattan/Cassandra
Photurkey (smf1/canary)	Platform Services
Blobstore	Hardware Eng & Demand Svcs
SMF1 TweetyPie Non-Live Prod	Platform Services
SMF1 TweetyPie Non-Live Prod Backend	Platform Services
SMF1 TweetyPie Non-Live Prod Write	Platform Services
SMF1 TweetyPie Non-Live Prod GC	Platform Services
SMF1 TweetyPie Non-Live Prod Clients	Platform Services
SMF1 TweetyPie Non-Live Prod Traffic Profile	Platform Services
SMF1 TweetyPie Non-Live Prod Replication	Platform Services
Upload CPU	Hardware Eng & Demand Svcs
ads.config deploy canary comparision	Revenue Eng & Product
Universal Search Features	Search
Promptbird Custom Host	Prod - Growth
Promptbird Custom Host	Prod - Growth
TFlock Transform	DBA
Help Center	User Services - Engineering
Help Center : Contact Forms	User Services - Engineering
Help Center : Tickets	User Services - Engineering
Help Center : System	User Services - Engineering
Mesos Use Case #1	Aurora
Help Center : Erasures	User Services - Engineering
Macaw-Promptbird (Viz Test)	Prod - Growth
Macaw-Promptbird (Production)	Prod - Growth
Macaw-Promptbird (Staging)	Prod - Growth
Twitterweb Errors by Platform	TCC
Topic Typeahead	Search
Billing Team Peacock Dashboard	Revenue Eng & Product
Total CSP Reports	PS - Applications Security
Promptbird Realtime Analytics	Prod - Growth
Promptbird Custom Host	Prod - Growth
Zookeeper Ensemble role:szookeeper	SRE
Rainbird Loadbalancer	Platform Services
ads.adshard metrics	Revenue Eng & Product
Vertica Sandbox	Analytics
ov_mesos_util	Hardware Eng & Demand Svcs
Contact Import Daemon	Eng - Activation & Messaging
Blah::Observe::Colony::Prod	Runtime Systems
Macaw-Conversation (Viz Test)	Platform Services
TBird Transform	DBA
Flock Transform	DBA
Macaw-Conversation (Production)	Platform Services
Macaw-Conversation (Staging)	Platform Services
Twitterweb Compare (smf1-aaw-35-sr4)	Platform Services
SocialGraph Production (SMF1)	Platform Services
SocialGraph Production Canary (SMF1)	Platform Services
SocialGraph Staging (SMF1)	Platform Services
Observe::Cuckoo::TFE	Runtime Systems
Twitterweb Compare (smf1-ajn-15-sr2)	Platform Services
Dashboard for topology id swstorm-cuckoo-example-27-1353399602	Runtime Systems
SocialGraph Loadtest	Platform Services
Cassandra - cassandra.devel.cuckoo-keytracker	Manhattan/Cassandra
Cassandra - cassandra.prod.search	Manhattan/Cassandra
TweetDeck Daemon (Staging)	Mobile
TweetDeck clients	Mobile
Observe::DeployTracker::Prod	Runtime Systems
smf1-ajq-09-sr1	Runtime Systems
Cassowary Service Per Source	Personalization and recommender systems
Twitterweb Compare (smf1-ajq-09-sr1)	Platform Services
New Dashboard	Mobile
Push Destinations API	Mobile
Facebook App	Eng - Growth
Crawlers Only Restriction	Eng - Growth
Twitterweb Compare (smf1-abc-15-sr2)	Platform Services
Topic Typeahead Canary	Search
Kujaku (Production - SMF1)	Eng - international
HEIST	Revenue Eng & Product
dwmem	Manhattan/Cassandra
backtype.kafka	Revenue Eng & Product
Topic Typeahead Staging	Search
haplocheirus - main	Platform Services
macaw-discover	Discovery
macaw-discover (Canary)	Discovery
macaw-discover (Staging)	Discovery
Invitebird Production	growth-team
Gimlet Overview	Analytics Infrastructure
Data Services Dashboard	Data Services
New Dashboard	Mobile
Jer Dashboard	Mobile
Dashboard for topology id swstorm-cuckoo-example-27-1353399602	Runtime Systems
Storm Capacity Cluster	Runtime Systems
exxtra-events	Relevance
observe-hummingbird-scribe	Runtime Systems
macaw-relevance (Viz Test)	Relevance
macaw-relevance (Production)	Relevance
macaw-relevance (Canary)	Relevance
macaw-relevance (Staging)	Relevance
Macaw-Activity (Viz Test)	Platform Services
Macaw-Activity (Production)	Platform Services
Macaw-Activity (Staging)	Platform Services
Universal Workflow	Search
Trends Hosebird Consumption	Trends
Parus Memcached Eviction	Search
Tina's Dashboard	Platform Services
Twitterweb Compare (smf1-amw-37-sr1)	Platform Services
Twitterweb Compare (smf1-amw-37-sr1)	Platform Services
Twitterweb Compare (smf1-amw-37-sr1)	Platform Services
lunchbag's derpy dashboard	Runtime Systems
Trends Backend Profiling	Trends
DW Platform Memory Comparisons by Platform	Manhattan/Cassandra
New Dashboard	Mobile
Swift Discover	Web
Cassandra - cassandra.prod.cuckoo-minutely-test	Manhattan/Cassandra
Cassandra - cassandra.prod.prov-d	Manhattan/Cassandra
Cassandra - cassandra.prod.spam	Manhattan/Cassandra
Cassandra - cassandra.prod.spare	Manhattan/Cassandra
MDC Percent Offload	Hardware Eng & Demand Svcs
counter_multipass memcached in the monorail	Platform Services
magic_multipass memcached in the monorail	Platform Services
page_multipass memcached in the monorail	Platform Services
S&R Metrics	Relevance
Twitterweb Compare (smf1-aye-26-sr1)	Platform Services
Jason and Ankit's Dashboard	Runtime Systems
Macaw-International (Production - SMF1)	Eng - international
Macaw-International (Staging - SMF1)	Eng - international
Diff #1 TFE Canary	Hardware Eng & Demand Svcs
mysql innodb flush operations	DBA
Observe::Hummingbird::prod::scribe	Runtime Systems
Topic Typeahead Index Builder Stats	Search
Spiderduck	Core Svcs - T.co
Quick Start Dashboard for upload	Hardware Eng & Demand Svcs
Quick Start Dashboard for photurkey	Hardware Eng & Demand Svcs
Manhattan - manhattan.prod.hotdog	Manhattan/Cassandra
Observe::Hummingbird::HDFS	Runtime Systems
Geoduck - Reverse Geocoder loadtest	Platform Services
Rainbird Aggregator (Mesos)	Platform Services
Bryce's Test Dashboard for photurkey	Hardware Eng & Demand Svcs
Vibhav Canary Test	Hardware Eng & Demand Svcs
sfdsfsfsfdsg easyviz	Runtime Systems
Peacock change notifications	Revenue Eng & Product
Storm Topology Worker	Runtime Systems
Twitterweb Compare (smf1-amt-08-sr1)	Platform Services
PROC - Network - Overview	core-storage-team
Rails CVEs	PS - Applications Security
Credit Processor (Production)	Revenue Eng & Product
Credit Processor (Staging)	Revenue Eng & Product
Observability::template.system	Runtime Systems
Storm::template.system	Runtime Systems
Storm::Kafka-system-stats	Runtime Systems
Storm::Kafka-stream-adapter-system-stats	Streaming Compute
Storm Nimbus Worker Count	Streaming Compute
SMS/Push Legacy Twemcache Pool	Mobile
Cassowary Service Total	Relevance
Cassowary Service	Relevance
RT - Network - Overview	core-storage-team
Daemon Operational Monitoring	Platform Services
Storm::Kafka-Server-Stats	Streaming Compute
exxtra-live-jtrobec	Relevance
Manhattan - manhattan.prod.omega	Manhattan/Cassandra
Text-targeting	Revenue Eng & Product
Gizmoduck Twemcache Staging smf1-auz-19-sr4	Platform Services
Dan's Fault	Manhattan/Cassandra
User Typeahead Coverage Stats	Search
New Dashboard	Gazebo
Gazebo Business Load Testing	Gazebo
Alex:Test:Kestrel	Runtime Systems
Charge Processor (Production)	Revenue Eng & Product
Charge Processor (Staging)	Revenue Eng & Product
Spiderduck Manhattan Migration	Core Svcs - T.co
Cross DC Timeline Comparison	Platform Services
Raghav test stats	Anti-Spam
Upload Performance Test	Platform Services
Blender Single Node For Comparison	Search
Service Discovery Zookeeper (Test)	Runtime systems
Rbldnsd Proudction Summary smf1 prod	Platform Services
Rbldnsd Proudction Summary atla prod	Platform Services
Counting Features on Summingbird	Revenue Eng & Product
New Dashboard	Infrastructure Automation
Kujaku (Production Viz Test - SMF1)	Eng - international
TweetDeck Redis Daemons	mobile
TweetyPie Twemcache	Platform Services
Blobstore - (prod) Cygnus comparison	Manhattan/Cassandra
timelineservice canary	Platform Services
timelineservice control	Platform Services
Promotion Cards	Revenue Eng & Product
Gizzard DBA High Level	DBA
Macaw Advertiser API	Revenue Eng & Product
Gizmoduck Lru Cache	Platform Services
BlackKite	Platform Services
Manhattan - manhattan.prod.revenue dataset	Manhattan/Cassandra
Translations Test Dashboard	Platform Services
Bryce's Test Dashboard for flockdb	Hardware Eng & Demand Svcs
Observe::Hummingbird::staging::cuckoo	Runtime Systems
New Storm Zookeeper Stats	Streaming Compute
SMF1 - ERP EXPORTER (billingservice.erpexporter)	Revenue Eng & Product
chucktest	DBA
Ads DataService	Revenue Eng & Product
Blender Canary	Search
New Dashboard	Data Infrastructure
Geoduck LocationService Staging	Platform Services
Macaw-Swift (Staging)	Platform Services
Blobstore - (prod) Cygnus comparison	Manhattan/Cassandra
Bryce's Test Dashboard for upp	Hardware Eng & Demand Svcs
DCDS Host Info	DC Services
Ibis Datastore	Platform Services
audubon.role.upload	Public
audubon.role.upp	Public
Manhattan - manhattan.prod.adama dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.athena dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.omega dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.prov-d dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.hotdog dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.prov-m dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.athena appid	Manhattan/Cassandra
Manhattan - manhattan.prod.hotdog appid	Manhattan/Cassandra
Manhattan - manhattan.prod.omega appid	Manhattan/Cassandra
Manhattan - manhattan.prod.prov-d appid	Manhattan/Cassandra
Manhattan - manhattan.prod.prov-m appid	Manhattan/Cassandra
Manhattan - manhattan.prod.spare-d appid	Manhattan/Cassandra
Manhattan - manhattan.prod.starbuck appid	Manhattan/Cassandra
Nighthawk API Prod	Runtime Systems
Nighthawk NM Dev	Runtime Systems
Nighthawk DM NM Staging	Runtime Systems
Nighthawk DM NM Prod	Runtime Systems
Manhattan - manhattan.prod.spare-d dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.adama appid	Manhattan/Cassandra
Manhattan - manhattan.prod.starbuck dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.revenue appid	Manhattan/Cassandra
Geoduck LocationService Production	Platform Services
Geoduck LocationService Staging	Platform Services
Expandodo Server (Staging - SMF1)	Cards
Expandodo Staging (OS Team)	Platform Services
Gizmoduck Aquila Staging Load Test	Platform Services
Manhattan - manhattan.prod.spiderduck dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.spiderduck appid	Manhattan/Cassandra
Cassowary Service Staging 0	Relevance
Bookkeeper Server	Data Services
Messaging Zookeeper	Data Services
New Dashboard	Security
New Dashboard	Security
Search Assistance Beta	Search
Geoduck LocationService Production (Non-ShardID)	Platform Services
Manhattan - manhattan.prod.redwing	Manhattan/Cassandra
Manhattan - manhattan.test.greenbean	Manhattan/Cassandra
Manhattan - manhattan.prod.redwing dataset	Manhattan/Cassandra
Manhattan - manhattan.test.greenbean dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.redwing appid	Manhattan/Cassandra
Manhattan - manhattan.test.greenbean appid	Manhattan/Cassandra
Twitterweb Compare (smf1-avx-14-sr1)	Platform Services
ostrichagg capacity	Runtime Systems
storm-stable9-cluster-system-stats	Streaming Compute
Ibis Devices API Twemcache Pool	Platform Services
Network Trends Backend	Trends
DM Service Nighthawk Integration	Platform Services
Talon Scribehose Proudction Summary smf1 prod	Core Svcs - T.co
TFE 5XX per server	TCC
Woodstar (alh stress)	Platform Services
